State,County,Biden Vote %,Trump Vote %,Other Vote %,Was Winner Democrat?
Oregon,Clackamas,54.0,42.9,3.2,1
Oregon,Clatsop,54.0,42.7,3.2,1
Oregon,Columbia,42.9,53.2,3.8,0
Oregon,Coos,38.4,58.9,2.7,0
Oregon,Crook,24.6,73.1,2.3,0
Oregon,Curry,40.6,56.8,2.6,0
Oregon,Deschutes,52.7,44.4,2.9,1
Oregon,Douglas,29.8,67.3,2.9,0
Oregon,Gilliam,27.5,70.8,1.7,0
Oregon,Grant,20.2,77.1,2.7,0
Oregon,Harney,20.0,77.5,2.5,0
Oregon,Hood River,67.0,30.2,2.8,1
Oregon,Jackson,46.8,50.2,3.0,0
Oregon,Jefferson,36.9,60.3,2.8,0
Oregon,Josephine,35.7,61.5,2.8,0
Oregon,Klamath,28.3,68.9,2.8,0
Oregon,Lake,18.2,79.5,2.3,0
Oregon,Lane,60.5,36.1,3.4,1
Oregon,Lincoln,56.6,40.6,2.9,1
Oregon,Linn,36.5,59.9,3.6,0
Oregon,Malheur,27.6,69.4,3.0,0
Oregon,Marion,48.9,47.7,3.4,1
Oregon,Morrow,26.8,70.1,3.1,0
Oregon,Multnomah,79.2,17.9,2.9,1
Oregon,Polk,47.5,49.1,3.4,0
Oregon,Sherman,21.5,76.2,2.2,0
Oregon,Tillamook,47.8,49.5,2.8,0
Oregon,Umatilla,32.4,64.4,3.2,0
Oregon,Union,28.5,68.9,2.6,0
Oregon,Wallowa,31.6,66.1,2.3,0
Oregon,Wasco,46.7,49.8,3.5,0
Oregon,Washington,65.5,30.9,3.5,1
Oregon,Wheeler,22.5,73.7,3.8,0
Oregon,Yamhill,46.1,50.2,3.7,0
Pennsylvania,Adams,32.1,66.1,1.7,0
Pennsylvania,Allegheny,59.4,39.0,1.5,1
Pennsylvania,Armstrong,23.2,75.5,1.3,0
Pennsylvania,Beaver,40.4,58.0,1.6,0
Pennsylvania,Bedford,15.8,83.4,0.8,0
Pennsylvania,Berks,45.1,53.2,1.7,0
Pennsylvania,Blair,27.7,71.1,1.3,0
Pennsylvania,Bradford,26.6,71.4,1.9,0
Pennsylvania,Bucks,51.5,47.2,1.3,1
Pennsylvania,Butler,33.0,65.4,1.6,0
Pennsylvania,Cambria,30.7,68.0,1.3,0
Pennsylvania,Cameron,26.0,72.6,1.4,0
Pennsylvania,Carbon,33.3,65.3,1.5,0
Pennsylvania,Centre,51.4,46.7,1.9,1
Pennsylvania,Chester,57.8,40.7,1.5,1
Pennsylvania,Clarion,24.0,74.7,1.4,0
Pennsylvania,Clearfield,24.5,73.9,1.6,0
Pennsylvania,Clinton,31.2,67.4,1.5,0
Pennsylvania,Columbia,33.7,64.3,2.1,0
Pennsylvania,Crawford,30.7,67.8,1.5,0
Pennsylvania,Cumberland,43.8,54.3,1.9,0
Pennsylvania,Dauphin,53.4,44.9,1.7,1
Pennsylvania,Delaware,62.8,36.0,1.2,1
Pennsylvania,Elk,26.7,71.6,1.7,0
Pennsylvania,Erie,49.7,48.6,1.7,1
Pennsylvania,Fayette,32.9,66.2,0.9,0
Pennsylvania,Forest,27.4,70.9,1.7,0
Pennsylvania,Franklin,27.7,70.7,1.7,0
Pennsylvania,Fulton,13.6,85.4,1.0,0
Pennsylvania,Greene,27.8,71.1,1.2,0
Pennsylvania,Huntingdon,23.8,74.7,1.5,0
Pennsylvania,Indiana,30.6,68.0,1.4,0
Pennsylvania,Jefferson,19.8,78.5,1.7,0
Pennsylvania,Juniata,18.7,79.9,1.4,0
Pennsylvania,Lackawanna,53.6,45.2,1.2,1
Pennsylvania,Lancaster,41.2,56.9,1.9,0
Pennsylvania,Lawrence,34.6,64.1,1.3,0
Pennsylvania,Lebanon,33.3,65.0,1.7,0
Pennsylvania,Lehigh,53.1,45.5,1.5,1
Pennsylvania,Luzerne,42.3,56.6,1.1,0
Pennsylvania,Lycoming,28.6,69.8,1.6,0
Pennsylvania,McKean,26.1,72.2,1.7,0
Pennsylvania,Mercer,36.2,62.2,1.6,0
Pennsylvania,Mifflin,21.4,77.4,1.3,0
Pennsylvania,Monroe,52.4,46.1,1.5,1
Pennsylvania,Montgomery,62.4,36.2,1.4,1
Pennsylvania,Montour,38.4,59.5,2.1,0
Pennsylvania,Northampton,49.6,48.9,1.4,1
Pennsylvania,Northumberland,29.9,68.3,1.8,0
Pennsylvania,Perry,24.1,74.0,2.0,0
Pennsylvania,Philadelphia,81.2,17.9,0.9,1
Pennsylvania,Pike,40.0,59.0,1.0,0
Pennsylvania,Potter,19.0,79.7,1.3,0
Pennsylvania,Schuylkill,29.3,69.1,1.6,0
Pennsylvania,Snyder,25.6,72.9,1.5,0
Pennsylvania,Somerset,21.3,77.5,1.2,0
Pennsylvania,Sullivan,25.6,72.8,1.6,0
Pennsylvania,Susquehanna,28.6,69.7,1.7,0
Pennsylvania,Tioga,23.5,74.5,2.0,0
Pennsylvania,Union,37.0,61.2,1.8,0
Pennsylvania,Venango,28.5,69.8,1.7,0
Pennsylvania,Warren,29.4,68.9,1.7,0
Pennsylvania,Washington,38.0,60.7,1.3,0
Pennsylvania,Wayne,32.7,66.2,1.1,0
Pennsylvania,Westmoreland,35.2,63.5,1.4,0
Pennsylvania,Wyoming,31.6,66.7,1.7,0
Pennsylvania,York,36.8,61.4,1.8,0
Rhode Island,Bristol,63.5,34.3,2.2,1
Rhode Island,Kent,52.8,45.1,2.1,1
Rhode Island,Newport,63.9,34.1,2.0,1
Rhode Island,Providence,60.5,37.6,1.9,1
Rhode Island,Washington,58.6,39.2,2.2,1
South Carolina,Abbeville,33.0,66.1,0.9,0
South Carolina,Aiken,37.9,60.6,1.6,0
South Carolina,Allendale,75.6,23.2,1.1,1
South Carolina,Anderson,28.3,70.3,1.4,0
South Carolina,Bamberg,61.9,37.3,0.8,1
South Carolina,Barnwell,45.7,53.2,1.1,0
South Carolina,Beaufort,44.4,54.4,1.2,0
South Carolina,Berkeley,43.3,54.9,1.8,0
South Carolina,Calhoun,47.1,51.9,1.0,0
South Carolina,Charleston,55.5,42.6,1.9,1
South Carolina,Cherokee,27.6,71.4,1.0,0
South Carolina,Chester,44.1,55.0,1.0,0
South Carolina,Chesterfield,39.4,59.8,0.8,0
South Carolina,Clarendon,49.3,50.0,0.7,0
South Carolina,Colleton,44.6,54.1,1.2,0
South Carolina,Darlington,47.0,51.9,1.1,0
South Carolina,Dillon,49.1,50.2,0.6,0
South Carolina,Dorchester,43.8,54.2,2.0,0
South Carolina,Edgefield,37.2,61.5,1.3,0
South Carolina,Fairfield,60.8,38.1,1.1,1
South Carolina,Florence,48.3,50.6,1.2,0
South Carolina,Georgetown,43.1,55.9,1.0,0
South Carolina,Greenville,39.9,58.1,2.0,0
South Carolina,Greenwood,37.9,60.7,1.3,0
South Carolina,Hampton,57.2,42.0,0.8,1
South Carolina,Horry,32.9,66.1,1.0,0
South Carolina,Jasper,49.9,49.2,0.9,1
South Carolina,Kershaw,37.8,60.9,1.4,0
South Carolina,Lancaster,38.0,60.8,1.2,0
South Carolina,Laurens,33.3,65.6,1.1,0
South Carolina,Lee,63.2,35.7,1.1,1
South Carolina,Lexington,34.1,64.2,1.7,0
South Carolina,McCormick,47.2,51.9,0.9,0
South Carolina,Marion,60.3,38.8,0.8,1
South Carolina,Marlboro,55.0,44.1,1.0,1
South Carolina,Newberry,37.3,61.4,1.2,0
South Carolina,Oconee,25.6,73.0,1.4,0
South Carolina,Orangeburg,66.2,33.0,0.7,1
South Carolina,Pickens,23.7,74.6,1.7,0
South Carolina,Richland,68.4,30.1,1.5,1
South Carolina,Saluda,31.9,67.0,1.1,0
South Carolina,Spartanburg,35.6,62.9,1.5,0
South Carolina,Sumter,56.0,42.9,1.1,1
South Carolina,Union,37.2,61.7,1.0,0
South Carolina,Williamsburg,64.4,34.6,1.0,1
South Carolina,York,41.0,57.4,1.6,0
South Dakota,Aurora,22.6,74.9,2.6,0
South Dakota,Beadle,29.8,67.9,2.3,0
South Dakota,Bennett,39.4,58.7,1.9,0
South Dakota,Bon Homme,24.0,74.5,1.5,0
South Dakota,Brookings,41.9,54.9,3.1,0
South Dakota,Brown,37.3,60.3,2.4,0
South Dakota,Brule,27.0,70.3,2.7,0
South Dakota,Buffalo,64.1,33.3,2.6,1
South Dakota,Butte,19.6,77.7,2.7,0
South Dakota,Campbell,13.4,85.6,1.0,0
South Dakota,Charles Mix,31.1,67.5,1.4,0
South Dakota,Clark,23.6,74.2,2.2,0
South Dakota,Clay,54.1,43.1,2.8,1
South Dakota,Codington,29.2,68.1,2.8,0
South Dakota,Corson,48.5,50.4,1.1,0
South Dakota,Custer,27.7,70.1,2.2,0
South Dakota,Davison,31.3,66.4,2.3,0
South Dakota,Day,35.5,63.1,1.5,0
South Dakota,Deuel,25.9,72.3,1.8,0
South Dakota,Dewey,57.5,40.2,2.3,1
South Dakota,Douglas,12.7,86.0,1.3,0
South Dakota,Edmunds,21.0,77.5,1.5,0
South Dakota,Fall River,26.1,71.2,2.7,0
South Dakota,Faulk,16.8,81.6,1.7,0
South Dakota,Grant,28.2,69.9,1.9,0
South Dakota,Gregory,20.2,78.4,1.4,0
South Dakota,Haakon,9.2,90.2,0.5,0
South Dakota,Hamlin,21.0,76.9,2.1,0
South Dakota,Hand,20.3,78.1,1.6,0
South Dakota,Hanson,23.3,75.1,1.6,0
South Dakota,Harding,6.0,92.0,2.0,0
South Dakota,Hughes,33.9,63.3,2.8,0
South Dakota,Hutchinson,20.2,78.2,1.6,0
South Dakota,Hyde,19.2,79.4,1.4,0
South Dakota,Jackson,32.2,66.2,1.6,0
South Dakota,Jerauld,26.8,71.7,1.5,0
South Dakota,Jones,15.0,83.1,1.8,0
South Dakota,Kingsbury,29.5,68.5,2.0,0
South Dakota,Lake,35.2,62.7,2.1,0
South Dakota,Lawrence,32.8,63.3,3.9,0
South Dakota,Lincoln,37.0,60.6,2.5,0
South Dakota,Lyman,32.9,65.2,1.9,0
South Dakota,McCook,26.5,71.3,2.2,0
South Dakota,McPherson,16.8,81.2,2.0,0
South Dakota,Marshall,39.4,59.1,1.5,0
South Dakota,Meade,24.0,72.2,3.7,0
South Dakota,Mellette,38.8,58.4,2.9,0
South Dakota,Miner,28.1,69.2,2.7,0
South Dakota,Minnehaha,43.8,53.3,2.8,0
South Dakota,Moody,36.8,60.9,2.4,0
South Dakota,Pennington,35.8,61.0,3.2,0
South Dakota,Perkins,14.3,83.9,1.7,0
South Dakota,Potter,16.4,82.5,1.0,0
South Dakota,Roberts,42.4,55.8,1.7,0
South Dakota,Sanborn,21.7,76.4,1.9,0
South Dakota,Oglala Lakota,88.4,9.3,2.3,1
South Dakota,Spink,31.6,66.5,1.9,0
South Dakota,Stanley,25.5,72.8,1.7,0
South Dakota,Sully,19.9,78.1,2.0,0
South Dakota,Todd,77.3,21.0,1.7,1
South Dakota,Tripp,18.4,80.2,1.5,0
South Dakota,Turner,25.0,72.3,2.6,0
South Dakota,Union,30.8,67.1,2.1,0
South Dakota,Walworth,21.9,76.2,1.9,0
South Dakota,Yankton,36.8,60.4,2.8,0
South Dakota,Ziebach,53.1,44.6,2.3,1
Tennessee,Anderson,33.0,65.2,1.8,0
Tennessee,Bedford,23.3,75.2,1.5,0
Tennessee,Benton,21.1,78.1,0.9,0
Tennessee,Bledsoe,16.9,82.1,1.1,0
Tennessee,Blount,26.9,71.1,2.0,0
Tennessee,Bradley,21.5,76.8,1.8,0
Tennessee,Campbell,16.3,82.6,1.1,0
Tennessee,Cannon,19.2,79.2,1.6,0
Tennessee,Carroll,21.5,77.3,1.2,0
Tennessee,Carter,18.5,80.0,1.5,0
Tennessee,Cheatham,27.2,71.3,1.5,0
Tennessee,Chester,18.6,78.5,2.9,0
Tennessee,Claiborne,17.0,81.9,1.1,0
Tennessee,Clay,21.0,78.0,1.1,0
Tennessee,Cocke,17.0,81.8,1.1,0
Tennessee,Coffee,23.5,73.6,2.9,0
Tennessee,Crockett,22.6,76.4,1.0,0
Tennessee,Cumberland,20.8,78.0,1.2,0
Tennessee,Davidson,64.5,32.4,3.1,1
Tennessee,Decatur,17.2,80.7,2.1,0
Tennessee,DeKalb,20.6,78.4,1.1,0
Tennessee,Dickson,25.1,72.5,2.4,0
Tennessee,Dyer,20.9,78.0,1.0,0
Tennessee,Fayette,30.6,68.3,1.2,0
Tennessee,Fentress,13.9,85.2,0.8,0
Tennessee,Franklin,25.4,73.1,1.5,0
Tennessee,Gibson,25.8,72.8,1.4,0
Tennessee,Giles,25.0,74.1,0.9,0
Tennessee,Grainger,14.5,84.5,1.0,0
Tennessee,Greene,18.5,79.3,2.2,0
Tennessee,Grundy,16.9,82.0,1.1,0
Tennessee,Hamblen,22.3,76.4,1.3,0
Tennessee,Hamilton,44.1,53.8,2.0,0
Tennessee,Hancock,13.2,86.4,0.4,0
Tennessee,Hardeman,41.5,57.2,1.2,0
Tennessee,Hardin,15.4,82.8,1.8,0
Tennessee,Hawkins,16.4,82.2,1.4,0
Tennessee,Haywood,53.9,44.9,1.1,1
Tennessee,Henderson,17.4,81.5,1.1,0
Tennessee,Henry,23.6,74.7,1.7,0
Tennessee,Hickman,21.7,77.1,1.3,0
Tennessee,Houston,23.6,73.7,2.6,0
Tennessee,Humphreys,24.5,74.3,1.2,0
Tennessee,Jackson,21.3,77.4,1.3,0
Tennessee,Jefferson,19.7,79.0,1.3,0
Tennessee,Johnson,16.0,82.9,1.1,0
Tennessee,Knox,41.5,56.5,2.1,0
Tennessee,Lake,25.9,73.4,0.8,0
Tennessee,Lauderdale,35.6,63.3,1.1,0
Tennessee,Lawrence,17.1,81.9,1.0,0
Tennessee,Lewis,19.1,79.8,1.1,0
Tennessee,Lincoln,18.7,78.7,2.6,0
Tennessee,Loudon,23.7,74.0,2.3,0
Tennessee,McMinn,19.1,79.7,1.2,0
Tennessee,McNairy,17.2,80.6,2.1,0
Tennessee,Macon,13.8,85.3,0.9,0
Tennessee,Madison,42.8,55.7,1.4,0
Tennessee,Marion,24.0,74.8,1.3,0
Tennessee,Marshall,24.2,74.2,1.5,0
Tennessee,Maury,30.9,67.4,1.7,0
Tennessee,Meigs,18.2,80.7,1.0,0
Tennessee,Monroe,18.1,80.7,1.2,0
Tennessee,Montgomery,42.3,55.0,2.7,0
Tennessee,Moore,16.2,81.6,2.2,0
Tennessee,Morgan,14.2,84.2,1.6,0
Tennessee,Obion,19.1,79.8,1.1,0
Tennessee,Overton,20.3,78.9,0.9,0
Tennessee,Perry,17.9,81.0,1.1,0
Tennessee,Pickett,17.9,81.2,0.9,0
Tennessee,Polk,17.8,81.2,0.9,0
Tennessee,Putnam,27.3,70.7,1.9,0
Tennessee,Rhea,17.4,81.0,1.6,0
Tennessee,Roane,23.3,74.2,2.5,0
Tennessee,Robertson,25.8,72.8,1.5,0
Tennessee,Rutherford,41.2,56.6,2.1,0
Tennessee,Scott,10.9,88.4,0.7,0
Tennessee,Sequatchie,17.9,80.7,1.4,0
Tennessee,Sevier,20.0,77.6,2.4,0
Tennessee,Shelby,64.4,34.0,1.6,1
Tennessee,Smith,19.9,78.8,1.2,0
Tennessee,Stewart,19.6,78.6,1.8,0
Tennessee,Sullivan,23.2,75.1,1.6,0
Tennessee,Sumner,29.9,68.5,1.6,0
Tennessee,Tipton,25.0,73.5,1.5,0
Tennessee,Trousdale,25.3,73.4,1.3,0
Tennessee,Unicoi,19.4,79.4,1.1,0
Tennessee,Union,15.4,83.7,0.9,0
Tennessee,Van Buren,18.6,80.2,1.2,0
Tennessee,Warren,24.5,74.0,1.5,0
Tennessee,Washington,31.0,67.2,1.9,0
Tennessee,Wayne,12.3,86.9,0.8,0
Tennessee,Weakley,22.0,75.7,2.3,0
Tennessee,White,18.0,80.8,1.2,0
Tennessee,Williamson,36.1,62.2,1.7,0
Tennessee,Wilson,29.9,67.7,2.4,0
Texas,Anderson,20.6,78.6,0.8,0
Texas,Andrews,14.5,84.3,1.2,0
Texas,Angelina,26.4,72.4,1.2,0
Texas,Aransas,23.7,75.2,1.1,0
Texas,Archer,9.3,89.7,1.0,0
Texas,Armstrong,6.7,93.1,0.2,0
Texas,Atascosa,32.4,66.4,1.2,0
Texas,Austin,20.2,78.5,1.3,0
Texas,Bailey,22.0,77.1,0.9,0
Texas,Bandera,19.7,79.0,1.3,0
Texas,Bastrop,42.1,55.8,2.1,0
Texas,Baylor,10.8,87.8,1.5,0
Texas,Bee,34.9,63.7,1.4,0
Texas,Bell,44.7,53.2,2.2,0
Texas,Bexar,58.2,40.1,1.8,1
Texas,Blanco,25.6,73.0,1.4,0
Texas,Borden,3.8,95.4,0.7,0
Texas,Bosque,17.1,81.8,1.1,0
Texas,Bowie,28.1,70.9,1.0,0
Texas,Brazoria,40.2,58.3,1.5,0
Texas,Brazos,41.4,55.7,2.9,0
Texas,Brewster,46.8,51.0,2.1,0
Texas,Briscoe,10.8,88.1,1.1,0
Texas,Brooks,59.2,40.2,0.6,1
Texas,Brown,13.2,85.8,1.0,0
Texas,Burleson,20.8,78.3,0.9,0
Texas,Burnet,22.8,75.9,1.3,0
Texas,Caldwell,44.6,53.6,1.8,0
Texas,Calhoun,27.3,71.8,0.9,0
Texas,Callahan,10.7,87.9,1.3,0
Texas,Cameron,56.0,42.9,1.1,1
Texas,Camp,27.5,71.7,0.8,0
Texas,Carson,9.5,89.0,1.5,0
Texas,Cass,20.1,79.2,0.7,0
Texas,Castro,22.4,76.9,0.7,0
Texas,Chambers,18.5,80.1,1.4,0
Texas,Cherokee,21.6,77.4,1.0,0
Texas,Childress,13.6,85.3,1.1,0
Texas,Clay,10.7,88.2,1.1,0
Texas,Cochran,17.7,80.9,1.4,0
Texas,Coke,10.0,89.2,0.8,0
Texas,Coleman,10.9,88.2,0.9,0
Texas,Collin,46.9,51.3,1.8,0
Texas,Collingsworth,12.7,86.0,1.2,0
Texas,Colorado,24.3,74.9,0.8,0
Texas,Comal,27.9,70.6,1.5,0
Texas,Comanche,14.0,85.1,0.9,0
Texas,Concho,15.5,83.4,1.0,0
Texas,Cooke,16.9,82.0,1.2,0
Texas,Coryell,32.2,65.7,2.1,0
Texas,Cottle,17.1,81.6,1.4,0
Texas,Crane,16.0,83.0,1.0,0
Texas,Crockett,21.9,77.5,0.6,0
Texas,Crosby,27.0,71.5,1.5,0
Texas,Culberson,50.7,48.0,1.3,1
Texas,Dallam,12.2,86.3,1.4,0
Texas,Dallas,64.9,33.3,1.8,1
Texas,Dawson,21.3,77.9,0.8,0
Texas,Deaf Smith,27.4,71.5,1.1,0
Texas,Delta,15.5,83.4,1.0,0
Texas,Denton,45.1,53.2,1.6,0
Texas,DeWitt,18.4,80.9,0.7,0
Texas,Dickens,13.2,86.3,0.5,0
Texas,Dimmit,61.8,37.8,0.5,1
Texas,Donley,12.0,87.3,0.7,0
Texas,Duval,51.0,48.3,0.7,1
Texas,Eastland,11.9,87.3,0.9,0
Texas,Ector,25.5,73.3,1.2,0
Texas,Edwards,15.8,83.8,0.5,0
Texas,Ellis,32.2,66.2,1.6,0
Texas,El Paso,66.7,31.6,1.8,1
Texas,Erath,17.3,81.1,1.6,0
Texas,Falls,31.0,68.1,0.9,0
Texas,Fannin,17.7,81.1,1.2,0
Texas,Fayette,20.6,78.6,0.8,0
Texas,Fisher,19.3,79.3,1.4,0
Texas,Floyd,21.5,77.7,0.8,0
Texas,Foard,18.0,80.8,1.3,0
Texas,Fort Bend,54.6,44.0,1.4,1
Texas,Franklin,16.1,83.1,0.9,0
Texas,Freestone,18.8,80.3,1.0,0
Texas,Frio,45.9,53.5,0.6,0
Texas,Gaines,9.6,89.3,1.1,0
Texas,Galveston,37.9,60.6,1.5,0
Texas,Garza,14.0,85.5,0.5,0
Texas,Gillespie,20.0,79.0,1.0,0
Texas,Glasscock,6.0,93.6,0.5,0
Texas,Goliad,22.0,77.2,0.8,0
Texas,Gonzales,25.5,73.6,1.0,0
Texas,Gray,10.7,87.9,1.5,0
Texas,Grayson,24.4,74.3,1.4,0
Texas,Gregg,30.8,67.7,1.4,0
Texas,Grimes,22.8,76.0,1.2,0
Texas,Guadalupe,37.0,61.2,1.8,0
Texas,Hale,23.8,74.9,1.4,0
Texas,Hall,14.4,85.1,0.5,0
Texas,Hamilton,14.7,83.1,2.2,0
Texas,Hansford,8.1,90.3,1.6,0
Texas,Hardeman,15.3,84.2,0.6,0
Texas,Hardin,12.6,86.3,1.1,0
Texas,Harris,55.9,42.7,1.4,1
Texas,Harrison,26.6,72.2,1.2,0
Texas,Hartley,9.4,89.9,0.7,0
Texas,Haskell,15.9,83.1,0.9,0
Texas,Hays,54.4,43.6,2.0,1
Texas,Hemphill,12.0,86.4,1.6,0
Texas,Henderson,19.4,79.6,1.0,0
Texas,Hidalgo,58.0,41.0,1.0,1
Texas,Hill,19.2,79.9,1.0,0
Texas,Hockley,18.3,80.7,1.0,0
Texas,Hood,17.4,81.4,1.2,0
Texas,Hopkins,19.1,79.8,1.1,0
Texas,Houston,24.5,74.8,0.7,0
Texas,Howard,20.2,78.6,1.2,0
Texas,Hudspeth,31.8,66.9,1.3,0
Texas,Hunt,23.1,75.6,1.4,0
Texas,Hutchinson,11.0,87.6,1.4,0
Texas,Irion,13.5,85.4,1.1,0
Texas,Jack,8.8,90.4,0.9,0
Texas,Jackson,16.3,82.3,1.4,0
Texas,Jasper,18.9,80.3,0.7,0
Texas,Jeff Davis,38.4,60.1,1.5,0
Texas,Jefferson,48.6,50.2,1.2,0
Texas,Jim Hogg,58.8,40.9,0.3,1
Texas,Jim Wells,44.8,54.5,0.7,0
Texas,Johnson,22.9,75.9,1.3,0
Texas,Jones,14.8,84.0,1.2,0
Texas,Karnes,23.5,75.6,1.0,0
Texas,Kaufman,32.5,66.3,1.2,0
Texas,Kendall,22.8,75.9,1.3,0
Texas,Kenedy,33.5,65.5,1.0,0
Texas,Kent,10.2,89.0,0.9,0
Texas,Kerr,23.5,75.3,1.2,0
Texas,Kimble,12.4,86.7,0.9,0
Texas,King,5.0,95.0,0.0,0
Texas,Kinney,27.8,71.4,0.8,0
Texas,Kleberg,48.6,50.3,1.2,0
Texas,Knox,18.2,81.0,0.8,0
Texas,Lamar,20.8,78.2,1.0,0
Texas,Lamb,19.0,79.8,1.1,0
Texas,Lampasas,20.6,77.8,1.6,0
Texas,La Salle,43.7,55.5,0.8,0
Texas,Lavaca,13.1,86.3,0.6,0
Texas,Lee,21.6,77.2,1.2,0
Texas,Leon,12.3,86.6,1.0,0
Texas,Liberty,19.7,79.4,0.8,0
Texas,Limestone,24.3,74.6,1.0,0
Texas,Lipscomb,9.7,89.1,1.3,0
Texas,Live Oak,16.2,83.1,0.7,0
Texas,Llano,19.5,79.6,0.9,0
Texas,Loving,6.1,90.9,3.0,0
Texas,Lubbock,33.1,65.3,1.6,0
Texas,Lynn,18.7,80.8,0.5,0
Texas,McCulloch,14.3,84.5,1.2,0
Texas,McLennan,37.5,60.8,1.7,0
Texas,McMullen,10.3,89.1,0.6,0
Texas,Madison,20.5,78.7,0.8,0
Texas,Marion,27.5,71.3,1.1,0
Texas,Martin,13.3,86.0,0.7,0
Texas,Mason,18.5,80.5,1.1,0
Texas,Matagorda,27.2,71.7,1.1,0
Texas,Maverick,54.3,44.8,0.9,1
Texas,Medina,29.9,69.0,1.1,0
Texas,Menard,19.2,80.1,0.8,0
Texas,Midland,20.9,77.3,1.8,0
Texas,Milam,23.6,75.5,0.9,0
Texas,Mills,10.8,88.5,0.7,0
Texas,Mitchell,15.4,84.1,0.5,0
Texas,Montague,11.2,87.7,1.1,0
Texas,Montgomery,27.4,71.2,1.4,0
Texas,Moore,19.3,79.1,1.6,0
Texas,Morris,29.9,69.3,0.8,0
Texas,Motley,7.1,92.6,0.3,0
Texas,Nacogdoches,33.6,64.9,1.5,0
Texas,Navarro,26.7,72.2,1.2,0
Texas,Newton,19.2,80.1,0.6,0
Texas,Nolan,21.7,77.1,1.2,0
Texas,Nueces,47.9,50.8,1.4,0
Texas,Ochiltree,9.6,89.1,1.3,0
Texas,Oldham,8.0,90.9,1.1,0
Texas,Orange,17.7,81.1,1.3,0
Texas,Palo Pinto,17.4,81.5,1.1,0
Texas,Panola,18.0,81.4,0.6,0
Texas,Parker,17.1,81.5,1.4,0
Texas,Parmer,18.4,80.6,1.0,0
Texas,Pecos,29.6,68.9,1.5,0
Texas,Polk,22.3,76.8,0.9,0
Texas,Potter,29.8,68.5,1.8,0
Texas,Presidio,66.0,32.5,1.5,1
Texas,Rains,13.9,85.2,0.9,0
Texas,Randall,19.8,78.5,1.7,0
Texas,Reagan,15.3,83.8,0.9,0
Texas,Real,16.1,82.9,1.0,0
Texas,Red River,21.5,77.8,0.7,0
Texas,Reeves,37.8,61.1,1.1,0
Texas,Refugio,32.9,65.7,1.4,0
Texas,Roberts,3.1,96.2,0.7,0
Texas,Robertson,29.3,69.7,1.0,0
Texas,Rockwall,30.5,68.1,1.4,0
Texas,Runnels,12.5,86.3,1.1,0
Texas,Rusk,21.7,77.3,1.0,0
Texas,Sabine,12.2,87.1,0.7,0
Texas,San Augustine,24.5,75.1,0.4,0
Texas,San Jacinto,18.5,80.4,1.1,0
Texas,San Patricio,34.7,63.8,1.5,0
Texas,San Saba,11.0,88.7,0.3,0
Texas,Schleicher,18.2,81.1,0.7,0
Texas,Scurry,13.9,84.9,1.2,0
Texas,Shackelford,8.0,91.2,0.9,0
Texas,Shelby,20.5,79.1,0.4,0
Texas,Sherman,9.2,89.3,1.5,0
Texas,Smith,29.5,68.9,1.6,0
Texas,Somervell,15.5,83.0,1.5,0
Texas,Starr,52.1,47.1,0.9,1
Texas,Stephens,10.4,89.0,0.6,0
Texas,Sterling,8.0,91.4,0.6,0
Texas,Stonewall,15.8,83.6,0.7,0
Texas,Sutton,20.7,78.5,0.8,0
Texas,Swisher,20.3,78.3,1.4,0
Texas,Tarrant,49.3,49.1,1.6,1
Texas,Taylor,26.5,71.7,1.8,0
Texas,Terrell,26.0,72.9,1.1,0
Texas,Terry,21.0,77.9,1.2,0
Texas,Throckmorton,9.2,90.2,0.7,0
Texas,Titus,27.1,71.8,1.1,0
Texas,Tom Green,27.1,71.5,1.5,0
Texas,Travis,71.4,26.4,2.2,1
Texas,Trinity,19.1,80.4,0.5,0
Texas,Tyler,14.5,84.8,0.7,0
Texas,Upshur,15.2,83.6,1.2,0
Texas,Upton,12.4,86.1,1.5,0
Texas,Uvalde,39.4,59.7,0.9,0
Texas,Val Verde,44.3,54.2,1.5,0
Texas,Van Zandt,13.5,85.6,0.9,0
Texas,Victoria,30.3,68.2,1.4,0
Texas,Walker,33.4,65.1,1.5,0
Texas,Waller,36.0,62.7,1.2,0
Texas,Ward,18.8,79.8,1.4,0
Texas,Washington,24.4,74.3,1.3,0
Texas,Webb,61.0,37.8,1.2,1
Texas,Wharton,28.0,71.2,0.8,0
Texas,Wheeler,7.2,92.4,0.4,0
Texas,Wichita,28.6,69.7,1.8,0
Texas,Wilbarger,21.1,77.9,1.0,0
Texas,Willacy,56.0,44.0,0.0,1
Texas,Williamson,49.6,48.2,2.3,1
Texas,Wilson,25.4,73.8,0.9,0
Texas,Winkler,16.8,82.5,0.7,0
Texas,Wise,15.4,83.5,1.1,0
Texas,Wood,15.4,83.6,1.0,0
Texas,Yoakum,16.0,82.6,1.4,0
Texas,Young,12.6,86.3,1.2,0
Texas,Zapata,47.1,52.5,0.4,0
Texas,Zavala,65.4,34.0,0.6,1
Utah,Beaver,11.5,86.9,1.5,0
Utah,Box Elder,16.4,78.9,4.7,0
Utah,Cache,28.5,65.2,6.3,0
Utah,Carbon,25.4,71.1,3.6,0
Utah,Daggett,17.8,79.7,2.5,0
Utah,Davis,33.1,60.0,6.8,0
Utah,Duchesne,9.8,87.7,2.4,0
Utah,Emery,11.7,85.9,2.4,0
